sent_51|291|I like using this website.
sent_52|291|To me, this is the best retail website to do business with.
sent_53|291|I believe that this is my favorite retail website.
sent_54|291|All things considered, using the Internet TV is Šextremely negative/extremely positive
sent_55|291|All things considered, using the Internet TV is Šextremely bad/extremely good
sent_56|291|All things considered, using the Internet TV is Šextremely harmful/extremely helpful
sent_57|291|Using the Internet TV is enjoyable.
sent_58|291|Using the Internet TV is pleasant.
sent_59|291|Using the Internet TV is fun.
sent_60|291|While using the web site I found my visit interesting.
sent_61|291|While using the web site I found my visit enjoyable.
sent_62|291|While using the web site I found my visit fun.
sent_63|291|Using the system is a (bad/good) idea.
sent_64|291|Using the system is a (foolish/wise) idea.
sent_65|291|I (dislike/like) the idea of using the system.
sent_66|291|Using the system is (unpleasant/pleasant).
sent_67|291|I find using the system to be enjoyable.
sent_68|291|The actual process of using the system is pleasant.
sent_69|291|I have fun using the system.
sent_70|291|The Web site kept me totally absorbed in the browsing.
sent_71|291|The Web site held my attention.
sent_72|291|The Web site excited my curiosity.
sent_73|291|The Web site aroused my imagination.
sent_74|291|The Web site was fun.
sent_75|291|The Web site was intrinsically interesting.
sent_76|291|The Web site was engaging.
sent_77|291|My interaction with this website was disgusting/enjoyable.
sent_78|291|My interaction with this website was dull/exciting.
sent_79|291|My interaction with this website was unpleasant/pleasant.
sent_80|291|During my last visit to Booksamillion.com I found my visit interesting.
sent_81|291|During my last visit to Booksamillion.com I found my visit enjoyable.
sent_82|291|During my last visit to Booksamillion.com I found my visit exciting.
sent_83|291|During my last visit to Booksamillion.com I found my visit fun.
sent_84|291|Using --- is: not enjoyable - very enjoyable.
sent_85|291|Overall, using --- is a: unpleasant - pleasant experience.
sent_86|291|My attitude toward using --- is: very unfavorable - very favorable.
sent_87|291|I would dislike -  like using a website built on this model to perform similar shopping activities.
sent_88|291|Using a website built on this model to perform similar shopping activities would be pleasant ֠unpleasant.
sent_89|291|Using the CRC is a: bad idea - good idea.
sent_90|291|Using the CRC is a: foolish idea - wise idea.
sent_91|291|I: dislike - like the idea of using the CRC.
sent_92|291|Using the CRC would be: unpleasant - pleasant.
sent_93|291|I find my experience with this website interesting.
sent_94|291|I find my experience with this website enjoyable.
sent_95|291|I find my experience with this website exciting.
sent_96|291|I find my experience with this website fun.
sent_97|291|I like shopping on this website.
sent_98|291|Shopping on this website is a good idea.
sent_99|291|Shopping on this website is appealing.
sent_100|291|I expect that using MDS would be enjoyable.
sent_101|291|I expect that using MDS would be pleasurable.
sent_102|291|I expect to have fun using MDS.
sent_103|291|I expect that using MDS would be interesting.
sent_104|291|I find (would find) using Electronic Mail to be enjoyable.
sent_105|291|The actual process of using Electronic Mail is (would be): extremely unpleasant - extremely pleasant
sent_106|291|I have (would have) fun using Electronic Mail.
sent_107|296|People who influence my behavior think that I should use the system.
sent_108|296|People who are important to me think that I should use the system.
sent_109|296|I use the system because of the proportion of coworkers who use the system.
sent_110|296|The senior management of this business has been helpful in the use of the system.
sent_111|296|My supervisor is very supportive of the use of the system for my job.
sent_112|296|In general, the organization has supported the use of the system.
sent_113|296|People who influence my behavior think that I should use the system.
sent_114|296|People who are important to me think that I should use the system.
sent_115|296|The senior management of this business has been helpful in the use of the system.
sent_116|296|In general, the organization has supported the use of the system.
sent_117|296|People who influence my behavior think that I should use the system.
sent_118|296|People who are important to me think that I should use the system.
sent_119|296|Top management thinks I should adopt Windows.
sent_120|296|My close friends think I should adopt Windows.
sent_121|296|My immediate supervisor thinks I should adopt Windows.
sent_122|296|My peers think I should adopt Windows.
sent_123|296|The (name of the MIS department) thinks I should adopt Windows.
sent_124|296|Other computer technical specialists in the organization think I should adopt Windows.
sent_125|296|Most people who are important to me think I should adopt Windows.
sent_126|296|Instructors in other courses would (Strongly support/Strongly oppose) my using [the spreadsheet] rather than my calculator for the assignment.
sent_127|296|Those people who are important to me would (Strongly support/Strongly oppose) my using [the spreadsheet] rather than my calculator for the assignment.
sent_128|296|I think that those people who are important to me would want me to use [the spreadsheet] rather than my calculator for the assignment.
sent_129|296|People whose opinions I value would prefer me to use [the spreadsheet] rather than my calculator for the assignment.
sent_130|296|My friends would think that I should use the CRC.
sent_131|296|Generally speaking, I want to do what my friends think I should do.
sent_132|296|My classmates would think that I should use the CRC.
sent_133|296|Generally speaking, I want to do what my classmates this I should do.
sent_134|296|People who influence my behavior would think that I should use the CRC.
sent_135|296|People who are important to me would think that I should use the CRC.
sent_136|296|My professors would think that I should use the CRC.
sent_137|296|Generally speaking, I want to do what my professors think I should do.
sent_138|296|I will have to use the CRC because my professors require it.
sent_139|296|Generally speaking, I want to do what my professors think I should do.
sent_140|296|Most of my colleagues think the change to the new way of working with the NOP system is a good idea.
sent_141|296|My peers are supportive of the change to the new way of working with the NOP system.
sent_142|296|Most people whom I deal with in my job encourage my change to the new way of working with the NOP system.
sent_143|296|My family thinks that I should use the Internet TV.
sent_144|296|My relatives think that I should use the Internet TV.
sent_145|296|My friends think that I should use the Internet TV.
sent_146|296|People I work with think I should use the Internet TV.
sent_147|296|The city government expects me to use the Internet TV.
sent_148|296|The city government thinks that I should use the Internet TV.
sent_149|296|People who influence me think that I should use the Internet TV.
sent_150|296|People who are important to me think that I should use the Internet TV.
sent_151|296|People who influence my behavior think that I should use the system.
sent_152|296|People who are important to me think that I should use the system.
sent_153|296|People who are important to me think that I should use the system.
sent_154|296|People who influence me think that I should use the system.
sent_155|296|Most people who are important to me think it is a good idea to get information about this product from this website.
sent_156|296|Most people who are important to me would get information about this product from this website.
sent_157|296|My friends would think that I should use the CRC.
sent_158|296|Generally speaking, I want to do what my friends think I should do.
sent_159|296|My classmates would think that I should use the CRC.
sent_160|296|Generally speaking, I want to do what my classmates think I should do.
sent_161|296|My professors would think that I should use the CRC.
sent_162|296|Generally speaking, I want to do what my professors think I should do.
sent_163|296|I will have to use the CRC because my professors require it.
sent_164|296|Generally speaking, I want to do what my professors think I should do.
sent_165|296|People who influence my  behavior would think that I should use the CRC.
sent_166|296|People who are important to me would think that I should use the CRC.
sent_167|296|People who are important to me would want me to use MDS.
sent_168|296|People who influence my behavior would think I should use MDS.
sent_169|296|People whose opinions I value would prefer me to use MDS.
sent_170|296|How much would each of the following people/groups strongly  approve or disapprove of your firm using IT in the next 6 months: Customers/clients?
sent_171|296|How much would each of the following people/groups strongly  approve or disapprove of your firm using IT in the next 6 months: Suppliers/vendors?
sent_172|296|How much would each of the following people/groups strongly  approve or disapprove of your firm using IT in the next 6 months: (Information) systems people/group?
sent_173|296|How much would each of the following people/groups strongly  approve or disapprove of your firm using IT in the next 6 months: All employees who might use it?
sent_174|296|How likely is it that most people who are important to your firm would strongly approve of your firm using IT in the next 6 months?
sent_175|296|My relatives think that I should use a computer.
sent_176|296|My friends believe I should use a computer.
sent_177|296|My professors think I should use a computer.
sent_178|296|I believe that my classmates at college will think I should use a computer.
sent_179|296|How much did each of the following source influence you to subscribe to [this] service? Articles, reviews, advertising, or other activities of the company
sent_180|296|Most people who are important to your firm would: disapprove- approve.
sent_181|277|Learning to operate the system would be easy for me.
sent_182|277|I would find it easy to get the system to do what I want it to do .
sent_183|277|My interaction with the system would be clear and understandable.
sent_184|277|I would find the system to be flexible to interact with.
sent_185|277|It would be easy for me to become skillful at using the system.
sent_186|277|I would find the system easy to use.
sent_187|277|Using the system takes too much time from my normal duties.
sent_188|277|Working with the system is so complicated, it is difficult to understand what is going on.
sent_189|277|Using the system involves too much time doing mechanical operations (e.g., data input).
sent_190|277|It takes too long to learn how to use the system to make it worth the effort.
sent_191|277|My interaction with the system is clear and understandable.
sent_192|277|I believe that it is easy to get the system to do what I want it to do.
sent_193|277|Overall, I believe that the system is easy to use.
sent_194|277|Learning to operate the system is easy for me.
sent_195|277|My interaction with the system would be clear and understandable.
sent_196|277|It would be easy for me to become skillful at using the system.
sent_197|277|I would find the system easy to use.
sent_198|277|Learning to operate the system is easy for me.
sent_199|277|My interaction with the system is clear and understandable.
sent_200|277|Interacting with the system does not require a lot of my mental effort.
sent_201|277|I find the system to be easy to use.
sent_202|277|I find it easy to get the system to do what I want it to do.
sent_203|277|Learning to operate the Web is easy for me.
sent_204|277|I find it easy to get the Web to do what I want it to do.
sent_205|277|It is easy for me to become skillful at using the Web.
sent_206|277|I find the Web easy to use.
sent_207|277|Learning to operate Windows would be easy for me.
sent_208|277|If I were to adopt Windows, it would be easy to use.
sent_209|277|If I were to adopt Windows, it would be difficult to use.
sent_210|277|The interaction with the system is clear and understandable.
sent_211|277|Interaction with the system does not require a lot of mental effort.
sent_212|277|I find the system easy to use.
sent_213|277|I find it easy to get the system to do what I want it to do.
sent_214|277|FEDI is conceptually difficult to understand from a business perspective.
sent_215|277|FEDI is conceptually difficult to understand from a technical perspective.
sent_216|277|Using FEDI is difficult.
sent_217|277|Using FEDI is difficult to maintain an audit trail.
sent_218|277|Using FEDI is difficult to trace and resolve transactional errors.
sent_219|277|Using FEDI is difficult to understand and visualize the whole process of cash disbursement and collection.
sent_220|277|It is easy to become skillful at using the Web site.
sent_221|277|Learning to operate the Web site is easy.
sent_222|277|The Web site is flexible to interact with.
sent_223|277|My interaction with the Web site is clear and understandable.
sent_224|277|Learning to use computers is easy for me.
sent_225|277|I find it easy to get computers to do what I want them to do.
sent_226|277|It is easy for me to become skillful at using computers.
sent_227|277|I find computers easy to use.
sent_228|277|It is easy to learn how to use the computer systems I need.
sent_229|277|The computer systems I use are convenient and easy to use.
sent_230|277|Using a PC takes too much time from my normal duties.
sent_231|277|Working with PCs is so complicated, it is difficult to understand what is going on.
sent_232|277|Using a PC involves too much time doing mechanical operations (e.g., data input)
sent_233|277|It takes too long to learn how to use a PC to make it worth the effort.
sent_234|277|I often become confused when I use the electronic mail system.
sent_235|277|I make errors frequently when using electronic mail.
sent_236|277|Interacting with the electronic mail system is often frustrating.
sent_237|277|I need to consult the user manual often when using electronic mail.
sent_238|277|Interacting with the electronic mail system requires a lot of my mental effort.
sent_239|277|I find it easy to get the electronic mail system to do what I want it to do.
sent_240|277|The electronic mail system often behaves in unexpected ways.
sent_241|277|I find it cumbersome to use the electronic mail system.
sent_242|277|My interaction with the electronic mail system is easy for me to understand.
sent_243|277|It is easy for me to remember how to perform tasks using the electronic mail.
sent_244|277|The electronic mail system provides helpful guidance in performing tasks.
sent_245|277|Overall, I find the electronic mail system easy to use.
sent_246|277|Learning to operate CHART-MASTER would be easy for me
sent_247|277|I would find it easy to get CHART- MASTER to do what I want it to
sent_248|277|My interaction with CHART-MASTER would be clear and understandable
sent_249|277|I would find CHART- MASTER to be flexible to interact with
sent_250|277|It would be easy for me to become skillful at using CHART-MASTER
sent_251|277|I would find CHART-MASTER easy to use
sent_252|277|Is the system user friendly?
sent_253|277|Is the system easy to use?
sent_254|277|I believe that a PWS is cumbersome to use.
sent_255|277|It is easy for me to remember how to perform tasks using a PWS.
sent_256|277|My using a PWS requires a lot of mental effort.
sent_257|277|Using a PWS is often frustrating.
sent_258|277|My interaction with a PWS is clear and understandable.
sent_259|277|I believe that it is easy to get a PWS to do what I want it to do.
sent_260|277|Overall, I believe that a PWS is easy to use.
sent_261|277|Learning to operate a PWS is easy for me.
sent_262|277|Learning to operate the system would be easy for me.
sent_263|277|My interaction with the system would be clear and understandable.
sent_264|277|Instructions for using equipment in the CRC will be hard to follow.
sent_265|277|Instructions that are hard to follow are: (bad/ good).
sent_266|277|It will be difficult to learn how to use the CRC.
sent_267|277|A service that is difficult to learn is: (bad/good).
sent_268|277|It will be easy to operate the equipment in the CRC.
sent_269|277|A service with equipment that is easy to operate is: (bad/good).
sent_270|277|The task of selecting digital cameras using the virtual advisor took too much time.
sent_271|277|Selecting digital cameras using the virtual advisor required too much effort.
sent_272|277|Selecting digital cameras using the virtual advisor was too complex.
sent_273|277|Based on my own knowledge, skills and abilities, changing to the new way of working with the NOP system would be easy for me.
sent_274|277|I am able to change to the new way of working with the NOP system without the help of others.
sent_275|277|I am able to change to the new way of working with the NOP system reasonably well on my own.
sent_276|277|My interaction with the Internet TV is clear and understandable.
sent_277|277|Interacting with the Internet TV does not require a lot of my mental effort.
sent_278|277|I find the Internet TV easy to use.
sent_279|277|I find it easy to get the Internet TV to do what I want it to.
sent_280|277|Learning to use this web site would be easy for me.
sent_281|277|My interaction with this web site is clear and understandable.
sent_282|277|It would be easy for me to become skillful at using this web site.
sent_283|277|I find this web site easy to use.
sent_284|277|Learning to operate the (task-related) platform portions of (system) is easy for me.
sent_285|277|I find it easy to get the (task-related) portions of (system) to do what I want it to do.
sent_286|277|My interaction with the (task-related)portions of (system) has been clear and understandable.
sent_287|277|I find the (task-related) portions of (system) to be flexible to interact with.
sent_288|277|It is easy for me to become skillful at using the (task-related) portions of (system)
sent_289|277|I find the (task-related) portions of (system) easy to use.
sent_290|277|To aid me in my (accomplishment of tasks), overall, I feel (system) as a (technology type) is: easy to learn-difficult to learn
sent_291|277|To aid me in my (accomplishment of tasks), overall, I feel (system) as a (technology type) is: easy to manipulate-difficult to manipulate
sent_292|277|To aid me in my (accomplishment of tasks), overall, I feel (system) as a (technology type) is: clear to interact with-obscure to interact with
sent_293|277|To aid me in my (accomplishment of tasks), overall, I feel (system) as a (technology type) is: flexible to interact with - rigid to interact with
sent_294|277|To aid me in my (accomplishment of tasks), overall, I feel (system) as a (technology type) is: easy to master - difficult to master
sent_295|277|To aid me in my (accomplishment of tasks), overall, I feel (system) as a (technology type) is: very usable - very cumbersome
sent_296|277|My interaction with the system is clear and understandable.
sent_297|277|Interacting with the system does not require a lot of my mental effort.
sent_298|277|I find the system to be easy to use.
sent_299|277|I find it easy to get the system to do what I want it to do.
sent_300|277|Getting information about this product from this website would be easy.
sent_301|277|For me, getting product information easily from a website is: not at all important- extremely important.
sent_302|277|Learning how to get information about this product from this website would be easy.
sent_303|277|For me, learning how to get product information easily from a website is: not at all important- extremely important.
sent_304|277|I expect the sequencing of hyperlinks in this website to be clear.
sent_305|277|Having a clear sequence of hyperlinks would make it: much more difficult- easier for me to get information about this product.
sent_306|277|I expect the layout of this website to be intuitive.
sent_307|277|A website with an intuitive layout would make it: much more difficult- easier for me to get information about this product.
sent_308|277|Purchasing this product from this website would be easy.
sent_309|277|For me, purchasing products easily from a Web vendor is: not at all important- extremely important.
sent_310|277| Learning how to purchase this product from this Web vendor would be easy.
sent_311|277|For me, learning how to purchase products easily from a Web vendor is: not at all important- extremely important.
sent_312|277|I believe that a PWS is cumbersome to use.
sent_313|277|It is easy for me to remember how to perform tasks using a PWS.
sent_314|277|My using a PWS requires a lot of mental effort.
sent_315|277|Using a PWS is often frustrating.
sent_316|277|My interaction with a PWS is clear and understandable.
sent_317|277|I believe that it is easy to get a PWS to do what I want it to do.
sent_318|277|Overall, I believe that a PWS is easy to use.
sent_319|277|Learning to operate a PWS is easy for me.
sent_320|277|I felt lost.
sent_321|277|I felt like I was going around in circles.
sent_322|277|It was difficult to find a page that I had previously viewed.
sent_323|277|Navigating between pages was a problem.
sent_324|277|I didn't know how to get to my desired location.
sent_325|277|I felt disoriented.
sent_326|277|After browsing for a while I had no idea where to go next.
sent_327|277|Learning to operate the CRM system is easy for me.
sent_328|277|I find it easy to get the CRM system to do what I want it to do.
sent_329|277|I find the CRM system easy to use.
sent_330|277|I find the CRM system to be flexible to interact with.
sent_331|277|My interaction with the CRM system is clear and understandable.
sent_332|277|It is easy for me to become skillful at using the CRM system.
sent_333|277|Learning to operate the Exact card system was easy for me and my staff.
sent_334|277|My staff and I find it easy to get the Exact card system to do what we want it to do.
sent_335|277|Using the Exact card system is clear and understandable for me and my staff.
sent_336|277|My staff and I find the Exact card system to be flexible to use.
sent_337|277|It was easy for my staff and I to become skillful at using the Exact card system.
sent_338|277|My staff and I find the Exact card system easy to use.
sent_339|277|Learning to operate the Exact card system was easy for me and my staff.
sent_340|277|My staff and I find it easy to get the Exact card system to do what we want it to do.
sent_341|277|Using the Exact card system is clear and understandable for me and my staff.
sent_342|277|My staff and I find the Exact card system easy to use.
sent_343|277|Is student information system (SIS) user friendly?
sent_344|277|Is student information system (SIS) easy to use?
sent_345|277|Learning to use Booksamillion.com would be easy for me.
sent_346|277|My interaction with Booksamillion.com is clear and understandable.
sent_347|277|It would be easy for me to become skillful at using Books amillion.com.
sent_348|277|I find Booksamillion.com easy to use.
sent_349|277|Learning to operate an electronic meeting system is [would be] easy for groups I work with.
sent_350|277|Groups I work with find [would find] it easy to get an electronic meeting system to do what they want [would want] it to do.
sent_351|277|Groups I work with find [would find] their interaction with an electronic meeting system clear and understandable.
sent_352|277|Groups I work with find [would find] an electronic meeting system to be flexible to interact with.
sent_353|277|It is [would be] easy for groups I work with to become skillful at using an electronic meeting system.
sent_354|277|Overall, groups I work with find [would find] and electronic meeting system easy to use.
sent_355|277|Based on the reports provided to you about the Web site, do you expect that the Web site has a simple layout for its contents?
sent_356|277|Based on the reports provided to you about the Web site, do you expect that the Web site is easy to use?
sent_357|277|Based on the reports provided to you about the Web site, do you expect that the Web site is well organized?
sent_358|277|Based on the reports provided to you about the Web site, do you expect that the Web site is a clear design?
sent_359|277|Based on the reports provided to you about the Web site, do you expect that the Web site  in general, is user friendly?
sent_360|277|Based on the reports provided to you about the Web site, do you expect that the Web site is easy to go back and forth between pages?
sent_361|277|Based on the reports provided to you about the Web site, do you expect that the Web site provides a few clicks to locate information?
sent_362|277|Based on the reports provided to you about the Web site, do you expect that the Web site in general, is easy to navigate?
sent_363|277|The Web siteӳ performance that has a simple layout for its contents was: very poor - very good.
sent_364|277|The Web siteӳ performance that is easy to use was: very poor - very good.
sent_365|277|The Web siteӳ performance that is well organized was: very poor - very good.
sent_366|277|The Web siteӳ performance that is a clear design was: very poor - very good.
sent_367|277|The Web siteӳ performance that in general, is user-friendly was: very poor - very good.
sent_368|277|The Web siteӳ performance that is easy to go back and forth between pages was: very poor - very good.
sent_369|277|The Web siteӳ performance that provides a few clicks to locate information was: very poor - very good.
sent_370|277|The Web siteӳ performance that in general, is easy to navigate was: very poor - very good.
sent_371|277|The performance of the Web site that has a simple layout for its contents was: much lower than you thought - much higher than you thought.
sent_372|277|The performance of the Web site that is easy to use was: much lower than you thought - much higher than you thought.
sent_373|277|The performance of the Web site that is well organized was: much lower than you thought - much higher than you thought.
sent_374|277|The performance of the Web site that is a clear design was: much lower than you thought - much higher than you thought.
sent_375|277|The performance of the Web site that in general, is user-friendly was: much lower than you thought - much higher than you thought.
sent_376|277|The performance of the Web site that is easy to go back and forth between pages was: much lower than you thought - much higher than you thought.
sent_377|277|The performance of the Web site that provides a few clicks to locate information was: much lower than you thought - much higher than you thought.
sent_378|277|The performance of the Web site that in general, is easy to navigate was: much lower than you thought - much higher than you thought.
sent_379|277|It is easy to learn how to use the computer systems that give me access to data.
sent_380|277| The computer systems that give me access to the data are convenient and easy to use.
sent_381|277|Overall, I believe that shopping online is easier.
sent_382|277|It is easy for me to shop online.
sent_383|277|My interactions during shopping online were clear and understandable.
sent_384|277|I believe that it is easy to do what I want to do while shopping online.
sent_385|277| is easy to use.
sent_386|277|it is easy to get --- to do what I want it to do.
sent_387|277|is easy to operate.
sent_388|277| allows information to be readily accessible to me.
sent_389|277|makes information very accessible.
sent_390|277|makes information easy to access.
sent_391|277|Instructions for using equipment in the CRC will be hard to follow.
sent_392|277|Instructions that are hard to follow are: bad - good.
sent_393|277|It will be difficult to learn how to use the CRC.
sent_394|277|A service that is difficult to learn is: bad - good.
sent_395|277|It will be easy to operate the equipment in the CRC.
sent_396|277|A service with equipment that is easy to operate is: bad - good.
sent_397|277|I expect that learning how to use MDS would be easy for me.
sent_398|277|I expect that my interaction with MDS would be clear and understandable.
sent_399|277|I would find MDS to be easy to use.
sent_400|277|I expect that it would be easy for me to become skillful at using MDS.
sent_401|277|Learning to operate an EMS is [would be] easy for groups I work with.
sent_402|277|Groups I work with find [would find] it easy to get an EMS to do what they want [would want] it to do.
sent_403|277|Groups I would with find [would find] their interaction with an EMS clear and understandable.
sent_404|277|Groups I work with find [would find] and EMS to be flexible to interact with.
sent_405|277|It is [would be] easy for groups I work with to become skillful at using an EMS.
sent_406|277| Overall groups I work with find [would find ]an EMS easy to use.
sent_407|277|Using an EMS enables [would enable] groups I normally work with to accomplish their tasks more quickly.
sent_408|277|The user can instruct the tools to redraw a diagram on the screen so that it is uncluttered and easy to read.
sent_409|277|I find it easy to recover from errors encountered while using electronic mail.
sent_410|277|The electronic mail system is rigid and inflexible to interact with.
sent_411|277|Interacting with this website does not require a lot of mental effort.
sent_412|277|I find it easy to get the website to do what I want it to do.
sent_413|277|I find the website easy to use.
sent_414|277|Overall, I believe it was easy for me to understand what the class diagram was trying to model.
sent_415|277|Overall, I believe that the class diagram was easy to use.
sent_416|277|Understanding the class diagram was difficult.
sent_417|277|The clarity between text and images was: high - low.
sent_418|277|The images (or graphics) on the webpages were: similar - dissimilar.
sent_419|277|The information items on the webpages were: similar - dissimilar.
sent_420|277|The text on the webpages was: short - long.
sent_421|277|The webpage backgrounds were: not visually dense at all - visually dense.
sent_422|277|The graphics on the webpages were: not visually dense at all - visually dense.
sent_423|277|The layout of the webpages was: not visually dense at all - visually dense.
sent_424|277|Procedures to browse the websites were: unclear - clear.
sent_425|277|Hyperlinks on the website were: unambiguous - ambiguous.
sent_426|277|Information presented on the websites was: unambiguous - ambiguous.
sent_427|277|Information on the succeeding links from the initial page was: predictable - unpredictable.
sent_428|277|Individual links took me to desired webpages: always - never.
sent_429|277|Information presented on the website was: uncertain - certain.
sent_430|277|It is easy for me to become skillful in using computers.
sent_431|277|I find computers easy to use.
sent_432|277|I find it easy to get a computer to do what I want it to do.
sent_433|277|Learning to operate a computer is easy for me.
sent_434|277|At the time I subscribed, I felt this online service would be hard to learn.
sent_435|277|At the time I subscribed, I felt this online service would be quite complicated to master.
sent_436|277|At the time I subscribed, I felt this online service would be difficult to use.
sent_437|277|At the time I subscribed, I felt this online service would have a complex, hard-to-learn system
sent_438|277|There is not enough training for me or my staff on how to find, understand, access or use the company computer systems.
sent_439|277|I am getting the training I need to be able to use company computer systems, languages, procedures and data effectively.
sent_440|278|I am keenly aware of the income goals I have for myself if I learn business and technical knowledge about the (Purchasing) module. (2)
sent_441|278|I am strongly motivated by the money I can earn if I learn business and technical knowledge about the (Purchasing) module. (1,2)
sent_442|278|I am keenly aware of the promotion goals I have for myself if I learn business and technical knowledge about the (Purchasing) module. (2)
sent_443|278|If I learn business and technical knowledge about the (Purchasing) module, I want other people to find out how good I am. (1)
sent_444|278|I am strongly motivated by the recognition I can earn from other people for learning business and technical knowledge about the (Purchasing) module. (1)
sent_445|278|I have to feel that I'm earning something for learning business and technical knowledge about the (Purchasing) module.
sent_446|278|Using the system in my job would enable me to accomplish tasks more quickly.
sent_447|278|Using the system would improve my job performance.
sent_448|278|Using the system in my job would increase my productivity.
sent_449|278|Using the system would enhance my effectiveness on the job.
sent_450|278|Using the system would make it easier to do my job.
sent_451|278|I would find the system useful in my job.
sent_452|278|Using the system in my job would enable me to accomplish tasks more quickly.
sent_453|278|Using the system would improve my job performance.
sent_454|278|Using the system in my job would increase my productivity.
sent_455|278|Using the system would enhance my effectiveness on the job.
sent_456|278|Using the system would make it easier to do my job.
sent_457|278|I would find the system useful in my job.
sent_458|278|Use of the system will have no effect on the performance of my job.
sent_459|278|Use of the system can decrease the time needed for my important job responsibiiities.
sent_460|278|Use of the system can significantly increase the quality of output on my job
sent_461|278|Use of the system can increase the effectiveness of performing job tasks.
sent_462|278|Use can increase the quantity of output for the same amount of effort
sent_463|278|Considering all tasks, the general extent to which use of the system could assist on the job.
sent_464|278|Using the system enables me to accomplish tasks more quickly.
sent_465|278|Using the system improves the quality of the work I do my job.
sent_466|278|Using the system enhances my effectiveness on the job.
sent_467|278|Using the system increases my productivity.
sent_468|278|If I use the system I will increase my effectiveness on the job.
sent_469|278|I will spend less time on routine job tasks.
sent_470|278|I will increase the quality of output of my job.
sent_471|278|I will increase the quantity of output for the same amount of effort.
sent_472|278|My coworkers will perceive me as competent.
sent_473|278|I will increase my chances of obtaining a promotion.
sent_474|278|I will increase my chances of getting a raise.
sent_475|278|I would find the system useful in my job.
sent_476|278|Using the system enables me to accomplish tasks more quickly.
sent_477|278|Using the system increases my productivity.
sent_478|278|If I use the system, I will increase my chances of getting a raise.
sent_479|278|Using the system improves my performance in my job.
sent_480|278|Using the system in my job increases my productivity.
sent_481|278|Using the system enhances my effectiveness.
sent_482|278|I find the system to be useful in my job.
sent_483|278|Using the Web enhances my effectiveness in college.
sent_484|278|Using the Web enhances my productivity.
sent_485|278|I find the Web useful in my college activities.
sent_486|278|Using the Web improves my performance in college.
sent_487|278|If I were to adopt Windows, it would enable me to accomplish my tasks more quickly.
sent_488|278|If I were to adopt Windows, the quality of my work would improve.
sent_489|278|If I were to adopt Windows, it would enhance my effectiveness on the job.
sent_490|278|If I were to adopt Windows, it would make my job easier.
sent_491|278|If I use a computer I will be better organized.
sent_492|278|If I use a computer I will increase my effectiveness on the job.
sent_493|278|If I use a computer I will spend less time on routine job tasks.
sent_494|278|If I use a computer I will increase the quality of output of my job.
sent_495|278|If I use a computer I will increase the quantity of output for the same amount of effort.
sent_496|278|If I use a computer I will be less reliant on clerical support staff.
